,id1,id2,type,train,func
99,11730227,18613870,3,1,4
100,11986970,16540473,3,1,4
101,8220848,23677117,0,1,4
102,534739,804637,1,1,4
103,2827291,3934146,3,1,3
104,78966,530882,1,1,4
105,18731110,22993368,1,1,4
106,120707,131811,1,1,4
107,6514746,23677115,0,1,4
108,6814854,12678589,2,1,4
109,11163692,15571542,4,1,4
110,11892804,15609432,3,1,7
111,555191,23677133,4,1,7
112,16528463,23677115,0,1,4
113,17477951,19800554,4,1,4
114,12937094,23677119,0,1,4
115,2530584,15968019,3,1,3
116,11754318,23677114,0,1,4
117,6387775,13952259,3,1,3
118,8146273,23677116,0,1,4
119,2668863,11514180,4,1,4
120,20922553,23677111,0,1,2
121,772627,901348,3,1,2
122,2711644,22246374,1,1,4
123,4518933,16224017,1,1,4
124,5498222,14702119,3,1,4
125,738946,768490,3,1,2
126,5723746,23677119,0,1,4
127,5825427,23677115,0,1,4
128,8273324,22501706,3,1,4
129,21575674,23677144,0,1,7
130,7716807,23677118,0,1,4
131,10759917,17472701,3,1,10
132,562437,698010,3,1,2
133,5258165,20292404,3,1,4
134,13339653,22382181,4,1,4
135,21944387,23677116,0,1,4
136,534739,689689,1,1,4
137,550697,616260,1,1,4
138,4235407,7794666,3,1,3
139,10318446,20019847,3,1,4
140,1458628,3768629,2,1,4
141,2532322,10287987,1,1,4
142,2530139,6716087,3,1,3
143,11346095,23677119,0,1,4
144,7286007,21664406,3,1,10
145,2285646,3260787,4,1,4
146,536222,12067823,4,1,4
147,1244216,22410173,4,1,4
148,2544868,3259164,3,1,3
149,6301863,7749347,3,1,2
150,13894933,23677115,0,1,4
151,11435285,23677116,0,1,4
152,3536332,15894276,3,1,3
153,7271784,22300980,4,1,4
154,13569337,15087907,3,1,3
155,333109,358893,3,1,2
156,481939,849586,1,1,4
157,5875194,14429171,4,1,4
158,615902,13447231,4,1,4
159,17068090,22739188,3,1,3
160,3108499,4382405,4,1,4
161,7634979,12835734,3,1,3
162,8625346,16466519,1,1,4
163,16583451,18318816,4,1,30
164,9525318,22670950,3,1,4
165,18269745,18731109,2,1,4
166,8708611,19251429,3,1,4
167,689011,892621,1,1,4
168,4243218,23677119,0,1,4
169,9261775,11319479,3,1,4
170,6322468,17557889,3,1,3
171,1760351,4593011,3,1,10
172,18628310,23677116,0,1,4
173,14317425,19643373,3,1,4
174,6788428,23677114,0,1,4
175,6244936,6244937,2,1,4
176,20446064,23677115,0,1,4
177,541499,23677114,0,1,4
178,397240,14188181,4,1,4
179,17927694,20806023,3,1,4
180,2668863,8612648,3,1,4
181,7355440,23677115,0,1,4
182,14763206,20806023,3,1,4
183,19088472,23677117,0,1,4
184,14410764,18741084,3,1,4
185,1411331,23677116,0,1,4
186,116038,470160,1,1,4
187,10089329,20372195,3,1,4
188,6382620,12174402,3,1,3
189,709584,949221,1,1,4
190,6953987,23677116,4,1,4
191,116038,292999,1,1,4
192,19853888,23677118,0,1,4
193,11970044,23677125,4,1,6
194,7344728,14794404,4,1,3
195,3667135,19483244,3,1,4
196,17905171,23677113,0,1,2
197,793635,949221,1,1,4
198,8486429,23677113,0,1,2
199,14271724,18383144,4,1,10
200,5041055,23677114,0,1,4
201,47756,340064,1,1,4
202,6919875,23677114,0,1,4
203,14053882,22911141,3,1,3
204,601526,820872,1,1,4
205,5545050,7019244,4,1,4
206,20485016,23677147,3,1,10
207,13997019,17245830,3,1,2
208,10415388,20368648,3,1,4
209,9563,282431,1,1,4
210,364438,413237,1,1,4
211,6150059,19251429,4,1,4
212,5949679,23677119,0,1,4
213,18191596,23677116,0,1,4
214,6419481,9109613,3,1,4
215,6430125,23058336,4,1,4
216,7143272,18504192,3,1,4
217,19147300,19189367,3,1,10
218,17389235,23555994,4,1,2
219,19262311,21264253,3,1,3
220,8329663,23677114,0,1,4
221,3459107,13826024,3,1,4
222,181591,653371,1,1,4
223,16826049,23677115,0,1,4
224,6387775,13414771,3,1,3
225,661,100791,1,1,4
226,15767189,19251430,4,1,4
227,12933943,23677117,0,1,4
228,948487,19034719,4,1,4
229,763710,11892804,3,1,7
230,5854498,20089257,4,1,4
231,16744161,23677115,0,1,4
232,7627879,23677117,3,1,4
233,4779156,17597670,4,1,4
234,1404979,23677114,0,1,4
235,10899951,23677117,0,1,4
236,413620,732800,1,1,4
237,6322468,7504901,4,1,3
238,9725104,18903119,3,1,3
239,5620793,10793696,3,1,3
240,7575690,23677115,0,1,4
241,5297820,5498222,3,1,4
242,14552253,23677118,0,1,4
243,3768628,7132185,1,1,4
244,820872,861011,1,1,4
245,19050843,23465746,4,1,3
246,831650,19142736,2,1,4
247,5592500,14386499,3,1,3
248,884867,17477957,3,1,4
249,2107034,2538511,3,1,4
250,18555088,23677119,0,1,4
251,12331394,23677113,3,1,2
252,8546232,16845107,3,1,4
253,14988339,18504192,3,1,4
254,8612648,22993368,1,1,4
255,250595,11548510,1,1,4
256,12744653,13450574,3,1,3
257,2510242,13840371,3,1,4
258,13139753,23677116,0,1,4
259,250596,2711644,2,1,4
260,908793,15854363,4,1,4
261,18241505,18820148,3,1,3
262,16587433,23677115,0,1,4
263,2198030,9597889,4,1,4
264,16962088,23677115,0,1,4
265,10164474,23677114,0,1,4
266,1421557,8778961,1,1,4
267,2723378,8587767,3,1,3
268,7480197,23402244,3,1,10
269,5839762,23677115,0,1,4
270,7309170,13351384,3,1,4
271,6096495,8954883,0,1,3
272,40044,302513,1,1,4
273,7044164,23677117,0,1,4
274,1966263,22993368,1,1,4
275,210006,12394789,4,1,4
276,288695,16001374,3,1,4
277,9592646,20372195,3,1,4
278,15301114,20955455,4,1,10
279,6104578,23677114,0,1,4
280,11939185,18144642,3,1,3
281,4921634,20306675,3,1,10
282,8539546,18566815,4,1,4
283,601526,859157,1,1,4
284,12473411,13891080,3,1,4
285,7214997,23677150,0,1,8
286,17552527,23677125,0,1,6
287,8389315,18613870,3,1,4
288,264493,854534,3,1,2
289,727437,4462296,4,1,10
290,7857162,23677118,3,1,4
291,1490117,3673887,3,1,4
292,6416201,10207809,4,1,4
293,1421557,2461168,1,1,4
294,7215452,23677116,0,1,4
295,21877704,23677116,0,1,4
296,9627687,10839253,3,1,2
297,5127986,23677112,0,1,2
298,3672078,8273323,3,1,4
299,274159,892621,1,1,4
300,2532321,14183083,1,1,4
301,3732741,21413102,3,1,3
302,10214218,15570948,3,1,3
303,16199470,23677117,0,1,4
304,1050422,19869683,3,1,3
305,10023454,23677117,0,1,4
306,2575374,11213172,3,1,4
307,12242903,20418573,3,1,3
308,21778012,23677118,0,1,4
309,530882,810724,1,1,4
310,255401,5543349,3,1,2
311,2774850,23677112,0,1,2
312,9150482,14566926,4,1,4
313,792644,8500021,4,1,4
314,3542937,7005222,3,1,2
315,21544322,22899270,3,1,3
316,6155833,17726029,3,1,3
317,12646326,21779336,2,1,7
318,2825450,9597889,3,1,4
319,268806,704314,1,1,4
320,310580,520600,1,1,4
321,3178135,23677146,0,1,7
322,106595,5198622,4,1,4
323,8340792,23677118,3,1,4
324,21585427,22810500,3,1,3
325,4080688,7655020,4,1,2
326,8344806,18665067,4,1,4
327,10671991,21999120,3,1,3
328,14249587,23677114,0,1,4
329,10760907,22403259,4,1,4
330,120346,6299111,3,1,2
331,116038,601908,1,1,4
332,17230546,23677113,0,1,2
333,10293577,17787699,3,1,3
334,19076701,23429413,3,1,3
335,346058,567313,1,1,4
336,7667,543096,1,1,4
337,8747840,10353862,3,1,4
338,3286240,16367499,3,1,3
339,7237618,14763206,3,1,4
340,21177597,22306604,3,1,4
341,7983627,23677119,0,1,4
342,2710086,23677115,0,1,4
343,3772396,14733077,3,1,3
344,778641,823074,1,1,4
345,2226035,9593609,4,1,4
346,9091832,23677111,0,1,2
347,9792904,21694489,3,1,3
348,17713680,20822727,4,1,4
349,6644757,7300250,4,1,10
350,18384625,23677113,3,1,2
351,831650,21488868,2,1,4
352,11733067,14386499,3,1,3
353,17201462,17231051,3,1,3
354,2956808,23677118,0,1,4
355,17680005,23677116,3,1,4
356,20077101,22222259,4,1,2
357,79355,793635,1,1,4
358,447509,843888,3,1,2
359,8859873,19436818,4,1,4
360,22759105,23677114,0,1,4
361,10685269,19549489,3,1,4
362,8292297,10432256,4,1,4
363,4548163,23677117,0,1,4
364,10178931,12555621,3,1,3
365,340064,536114,1,1,4
366,18751021,23677114,0,1,4
367,4710943,7149578,4,1,4
368,17047449,23677144,0,1,7
369,8931241,15153344,4,1,4
370,21700508,23677117,0,1,4
371,229795,906241,3,1,2
372,2326683,20209162,4,1,4
373,6197432,23677115,0,1,4
374,254725,447509,3,1,2
375,3598239,23677115,0,1,4
376,922476,935017,1,1,4
377,23089693,23677142,3,1,7
378,848240,943503,1,1,2
379,19584878,22993368,1,1,4
380,811157,840277,1,1,4
381,18398590,20591617,3,1,3
382,5099869,23677112,0,1,2
383,13725475,14412812,3,1,3
384,14567939,16116225,3,1,3
385,340064,709767,1,1,4
386,7926853,23677119,0,1,4
387,5144540,23677140,0,1,7
388,5084177,7736983,4,1,3
389,1896089,14702119,2,1,4
390,2711645,8778961,2,1,4
391,7194282,19498017,3,1,3
392,556271,574279,3,1,2
393,159804,906241,1,1,2
394,555928,22271237,3,1,4
395,10252056,20559735,3,1,10
396,2883828,19366418,4,1,4
397,19538929,19752872,3,1,4
398,9525318,16948799,3,1,4
399,692680,17371628,4,1,4
400,15444296,23677117,4,1,4
401,98368,6171406,4,1,4
402,2494612,6988216,4,1,4
403,19442138,21425787,3,1,4
404,292999,751335,1,1,4
405,10158742,22967208,4,1,10
406,13994043,17815062,3,1,3
407,5817511,23677118,0,1,2
408,3803022,21093039,4,1,2
409,649595,950938,1,1,4
410,6197432,23677118,4,1,4
411,489862,14548507,4,1,3
412,2956807,23677116,0,1,4
413,14117901,17887703,4,1,4
414,22231823,23677114,0,1,4
415,9089505,23677119,0,1,4
416,12705467,23677119,0,1,4
417,13799349,23677137,3,1,7
418,16224017,22246374,1,1,4
419,3790245,16250771,3,1,3
420,12312915,14555518,4,1,4
421,18588650,23677116,0,1,4
422,12985350,18820148,3,1,3
423,932224,22857041,3,1,3
424,4629671,7553634,3,1,3
425,2825450,16529002,3,1,4
426,1675976,10329098,3,1,10
427,10034784,23677112,3,1,2
428,7174662,8708611,3,1,4
429,4165800,23677115,0,1,4
430,14288306,21276480,3,1,3
431,7460370,12678588,3,1,4
432,18015378,23677119,0,1,4
433,9913454,17079357,4,1,4
434,8143340,13210305,3,1,3
435,7464995,8056910,3,1,10
436,6096495,15565360,0,1,3
437,93208,908793,1,1,4
438,8828426,23677119,0,1,4
439,3542937,5203784,3,1,2
440,2532321,10287987,2,1,4
441,3167464,8400507,3,1,10
442,303078,948487,4,1,4
443,813913,908793,1,1,4
444,7525367,12607168,3,1,4
445,8908943,21648497,4,1,3
446,680174,952242,1,1,4
447,9869150,16572931,1,1,4
448,11314030,22556551,3,1,4
449,12385378,23677116,0,1,4
450,1259622,23677127,0,1,6
451,20919947,21947196,3,1,3
452,15808601,23677119,0,1,4
453,18631594,18903119,3,1,3
454,1704751,19993993,3,1,4
455,4223002,22924617,3,1,3
456,79355,665978,1,1,4
457,843888,854534,1,1,2
458,6865572,22075658,4,1,4
459,18991846,23058336,3,1,4
460,367770,2532322,2,1,4
461,18952967,23677116,0,1,4
462,11237136,22098632,3,1,3
463,10092146,23677117,4,1,4
464,7816467,17788458,4,1,4
465,10005624,11237136,3,1,3
466,438652,12264241,3,1,3
467,1086068,23677117,0,1,4
468,14532859,23677117,0,1,4
469,3756429,10277959,1,1,3
470,8731413,22712288,4,1,4
471,13993884,23677119,0,1,4
472,266571,827646,1,1,10
473,2214602,8292297,3,1,4
474,9062063,11337538,4,1,3
475,13915960,13955716,3,1,4
476,16466519,21488868,1,1,4
477,337322,3253028,4,1,4
478,411630,21870537,2,1,4
479,3768629,22993368,1,1,4
480,17659610,23677118,0,1,4
481,473797,764085,1,1,4
482,4594844,20749219,4,1,4
483,567476,22323983,4,1,4
484,22994255,23677116,0,1,4
485,20243143,23677118,0,1,4
486,479674,21462055,3,1,10
487,364438,645756,1,1,4
488,621591,704314,1,1,4
489,5826730,19565149,4,1,4
490,9618643,23677117,0,1,4
491,8966081,20019847,4,1,4
492,6644760,22366505,3,1,10
493,13395222,17420328,2,1,3
494,6693221,10415388,3,1,4
495,119263,460892,1,1,4
496,11044947,20806023,3,1,4
497,8561731,19147275,3,1,10
498,254725,841792,3,1,2
499,6225910,23677115,0,1,4
500,10851,810724,1,1,4
501,184741,536222,1,1,4
502,1424647,9150482,3,1,4
503,16012363,16307790,3,1,4
504,223631,801395,1,1,4
505,2647787,23677132,0,1,6
506,13924908,15416859,3,1,4
507,6856298,9840907,3,1,4
508,100791,536114,1,1,4
509,12897146,23677119,0,1,4
510,557732,4349491,4,1,4
511,3637605,5494012,3,1,3
512,3493991,17467777,1,1,4
513,13121131,20128728,3,1,4
514,6359501,11603577,4,1,4
515,859719,8898759,4,1,2
516,16381182,23677116,3,1,4
517,13446437,23677119,0,1,4
518,20071852,20826307,4,1,4
519,854262,2742287,4,1,4
520,14280651,23677116,0,1,4
521,130757,161844,1,1,4
522,4538890,23677116,0,1,4
523,91017,441377,1,1,4
524,16506848,19452177,3,1,4
525,4453922,16925759,3,1,2
526,184741,896284,1,1,4
527,15968019,21857917,3,1,3
528,7215263,23677115,0,1,4
529,11767076,23677115,3,1,4
530,2687958,6171405,4,1,4
531,17281068,23677117,0,1,4
532,3608108,13994043,3,1,3
533,1424640,9354771,3,1,3
534,15596950,23677113,0,1,2
535,8848809,9081749,3,1,3
536,20962254,23677118,0,1,4
537,12247514,15599609,4,1,4
538,13284020,14691829,1,1,3
539,2835972,23677137,0,1,7
540,3683344,15500892,3,1,3
541,15959122,23677119,0,1,4
542,8273324,19141604,1,1,4
543,6070315,23677138,0,1,7
544,3053403,23595064,4,1,4
545,523070,860578,1,1,4
546,4796370,23677115,3,1,4
547,6972029,23677119,0,1,4
548,7008364,17180286,3,1,3
549,3610876,23677116,3,1,4
550,2374764,7634979,3,1,3
551,9099457,11159237,3,1,3
552,19147293,23402240,3,1,10
553,6061403,7760800,2,1,4
554,601908,4750967,4,1,4
555,19621772,19823992,4,1,3
556,8200307,20418573,3,1,3
557,15831694,17984312,1,1,4
558,257201,756962,1,1,4
559,689689,792644,1,1,4
560,3061454,6302320,3,1,4
561,19976615,23677119,0,1,4
562,300397,649595,1,1,4
563,10489210,23677112,0,1,2
564,1000135,23677116,4,1,4
565,78966,621362,1,1,4
566,3609806,23677111,3,1,2
567,6032985,23205763,3,1,3
568,567476,751335,1,1,4
569,21125948,22197335,4,1,4
570,13506128,16298029,3,1,3
571,238176,737699,1,1,4
572,5031964,5976298,3,1,3
573,567476,708766,1,1,4
574,3024992,17497944,4,1,4
575,18070589,19722337,4,1,4
576,308643,523070,1,1,4
577,11199367,17477951,3,1,4
578,9996334,17325960,3,1,3
579,18865693,19994918,3,1,4
580,430394,23677118,0,1,4
581,9564133,19752872,4,1,4
582,9354166,23677111,3,1,2
583,7872668,14417449,4,1,4
584,751335,850680,1,1,4
585,6061403,17456565,2,1,4
586,3260787,18741084,4,1,4
587,11907560,20485072,3,1,3
588,3874060,7132185,3,1,4
589,22806098,23677114,0,1,4
590,18773058,19869683,3,1,3
591,131811,704314,1,1,4
592,661,520600,1,1,4
593,9399634,9782242,3,1,3
594,12705504,23677116,0,1,4
595,3672328,16301512,3,1,4
596,22626443,23647453,4,1,4
597,7667,120707,1,1,4
598,397240,536222,1,1,4
599,9730236,17477951,3,1,4
600,665978,896372,1,1,4
601,6870024,23677119,0,1,4
602,1225135,23677132,0,1,6
603,78966,137780,1,1,4
604,330216,662799,1,1,4
605,4114808,18457132,4,1,4
606,21443268,23677118,0,1,4
607,1086090,23677115,0,1,4
608,146579,945607,1,1,4
609,11589004,23677124,0,1,6
610,14504556,22328850,3,1,10
611,12800568,21907869,3,1,4
612,14783945,19994918,3,1,4
613,1191164,23677114,0,1,4
614,168607,946865,1,1,4
615,19290859,19685311,2,1,4
616,9031629,23677111,0,1,2
617,2424996,19643373,4,1,4
618,11022562,23677111,0,1,2
619,5132884,11968328,3,1,3
620,19424366,19728871,3,1,3
621,3286240,14616047,3,1,3
622,146579,481939,1,1,4
623,19687455,19687459,3,1,4
624,3026765,15737836,3,1,10
625,15287811,17630905,3,1,7
626,6214331,7805762,3,1,4
627,1033398,23677119,0,1,4
628,308643,3024979,4,1,4
629,4599608,18065573,3,1,2
630,112491,145197,1,1,4
631,736738,3584508,4,1,4
632,6150596,8514403,3,1,3
633,4938100,18773058,2,1,3
634,16085713,22366639,3,1,10
635,411595,489386,1,1,4
636,494226,6430125,4,1,4
637,473797,860578,1,1,4
638,17374912,21561833,4,1,4
639,9383862,15896100,3,1,3
640,105319,16760971,3,1,3
641,664803,16382503,4,1,2
642,11664487,23029916,4,1,4
643,569269,860848,1,1,4
644,14736188,16324741,3,1,4
645,6595224,9938081,3,1,2
646,10912335,21652119,4,1,4
647,16179207,23677115,0,1,4
648,3108499,23618963,3,1,4
649,13290531,19627256,4,1,4
650,7893892,19621772,3,1,3
651,7667924,23677116,0,1,4
652,91017,737699,1,1,4
653,7283902,12202844,3,1,3
654,2384226,23677114,0,1,4
655,1851606,17729553,4,1,4
656,5533628,23677143,0,1,7
657,9324781,14878607,1,1,4
658,8644892,23677117,4,1,4
659,62362,621591,1,1,4
660,13121131,20091126,3,1,4
661,775447,3861343,4,1,4
662,10005624,18673631,3,1,3
663,775729,952242,1,1,4
664,386013,738946,3,1,2
665,20425835,23677113,0,1,2
666,16301512,19685311,3,1,4
667,1362131,1362134,3,1,10
668,6514750,23677115,0,1,4
669,10927077,15896098,3,1,3
670,320979,621591,1,1,4
671,14633134,23292185,3,1,2
672,6756635,8921716,1,1,3
673,2614788,14699352,3,1,2
674,13709115,23677114,0,1,4
675,22427840,22892799,4,1,4
676,12835734,17212962,3,1,3
677,4652491,23677113,0,1,2
678,3370422,23677115,0,1,4
679,17353779,23677114,0,1,4
680,6544431,19147296,3,1,10
681,12577739,13832862,4,1,3
682,7805762,17482505,4,1,4
683,21426410,22337078,3,1,2
684,1490117,16166059,3,1,4
685,13284020,13617295,3,1,3
686,7760800,20822727,3,1,4
687,751335,832329,1,1,4
688,8766831,10846739,3,1,4
689,14775563,23677117,0,1,4
690,9895196,12829110,4,1,3
691,4385640,10067028,3,1,4
692,472008,848240,1,1,2
693,9055778,23677111,0,1,2
694,8290083,23677114,0,1,4
695,4871375,23677111,0,1,2
696,15504365,23677113,3,1,2
697,18230921,23677115,0,1,4
698,17497945,23677119,0,1,4
699,7781774,23677111,0,1,2
700,1032632,6096495,0,1,3
701,11509178,23677115,0,1,4
702,47337,916271,1,1,4
703,21715891,21925741,4,1,4
704,12394789,13438575,4,1,4
705,13499088,23677111,0,1,2
706,16857844,23677115,0,1,4
707,338138,358893,1,1,2
708,1914865,6756635,4,1,3
709,1458629,7460369,3,1,4
710,5132884,5174084,3,1,3
711,19060603,21177597,3,1,4
712,9375723,23677114,0,1,4
713,1944560,22423727,3,1,4
714,3597316,22271237,2,1,4
715,10671991,13206754,3,1,3
716,18371114,18741084,3,1,4
717,11319479,11319480,2,1,4
718,11279071,16367499,3,1,3
719,12754505,14945924,3,1,3
720,6512104,23677114,0,1,4
721,7908169,18070589,4,1,4
722,13697101,23677114,0,1,4
723,569269,775729,1,1,4
724,268806,709767,1,1,4
725,14098378,23677111,0,1,2
726,17180286,21163359,3,1,3
727,8425181,12440169,3,1,4
728,19955581,23677117,3,1,4
729,228212,14183084,3,1,4
730,649595,814473,1,1,4
731,92552,4645054,4,1,4
732,235245,520600,1,1,4
733,7386971,15629443,3,1,3
734,4791144,13935756,4,1,4
735,5237257,22743765,4,1,4
736,3085277,23677117,0,1,4
737,2915107,18568751,3,1,4
738,4977550,23677117,0,1,4
739,9881458,23677115,0,1,4
740,15674522,23677116,0,1,4
741,3533514,6853666,3,1,2
742,11612127,23677119,0,1,4
743,17746756,23677115,4,1,4
744,8988251,9186582,4,1,4
745,21488869,22998998,3,1,4
746,8908943,16063533,3,1,3
747,793636,23677117,0,1,4
748,11548510,13333160,4,1,4
749,16699142,23677119,0,1,4
750,9880330,20019830,4,1,4
751,13176901,20900753,3,1,2
752,1562772,13653638,3,1,3
753,334657,23677112,0,1,2
754,13206754,18028121,3,1,3
755,7474393,23677118,0,1,4
756,12242903,23191460,3,1,3
757,16540473,20841292,3,1,4
758,2423429,23677117,0,1,4
759,19131059,23677116,0,1,4
760,250596,20822727,3,1,4
761,10805138,23677115,0,1,4
762,16776587,23677150,0,1,9
763,40044,126187,1,1,4
764,948486,15571541,1,1,4
765,10220667,23677119,0,1,4
766,62362,764085,1,1,4
767,2711645,16351775,2,1,4
768,2530139,11986407,3,1,3
769,11514192,23677118,0,1,30
770,13741605,20037335,4,1,4
771,2418918,3419825,3,1,4
772,17299381,23677118,4,1,4
773,3331971,20490347,3,1,10
774,8778961,9693856,1,1,4
775,615902,645756,1,1,4
776,1478809,23677115,3,1,4
777,820905,949221,1,1,4
778,20128728,23098143,4,1,4
779,1404977,23677115,0,1,4
780,6558538,23677119,0,1,4
781,6282214,15445861,4,1,4
782,4764618,14091098,3,1,3
783,3803023,19332849,3,1,2
784,13825969,18731109,4,1,4
785,11418746,14288306,3,1,3
786,309666,23677117,0,1,4
787,330216,950938,1,1,4
788,361255,529639,1,1,4
789,373447,19604083,3,1,2
790,1708104,23677119,0,1,4
791,6188784,14736188,3,1,4
792,1730523,20148775,3,1,10
793,763710,8786313,3,1,7
794,23333606,23677128,4,1,6
795,10797051,20082006,3,1,4
796,14847921,19841852,4,1,4
797,536222,709584,1,1,4
798,108845,943503,1,1,2
799,4343933,23677112,0,1,2
800,5562616,23071780,4,1,4
801,18235678,23677129,0,1,6
802,6980854,13891080,3,1,4
803,21925380,23677112,0,1,2
804,19584878,20661433,4,1,4
805,1191894,23677114,0,1,4
806,8496070,20180801,4,1,4
807,8320377,22899260,3,1,3
808,3577507,19579830,3,1,4
809,17424654,23677115,0,1,4
810,8000624,18648407,3,1,4
811,3253205,16603670,3,1,3
812,10744823,23677119,0,1,4
813,5610546,22525884,4,1,3
814,5976298,6190355,3,1,3
815,443341,834053,1,1,2
816,13639169,23677119,0,1,4
817,21893269,23677116,4,1,4
818,7019244,16458722,3,1,4
819,3166147,23677119,0,1,4
820,2810833,23677116,0,1,4
821,1699613,4889264,3,1,4
822,3419825,20691789,3,1,4
823,3523624,23677112,0,1,2
824,12807241,23677115,0,1,4
825,637320,13008074,4,1,4
826,10826994,12473411,3,1,4
827,5348266,21575639,4,1,4
828,831650,7132185,2,1,4
829,18731109,19912847,1,1,4
830,8695197,23677114,4,1,4
831,22375203,23677116,0,1,4
832,10131427,18991846,3,1,4
833,10006171,15333826,3,1,3
834,3622546,23677119,0,1,4
835,978946,14763206,3,1,4
836,149935,800221,1,1,4
837,3998244,7561955,3,1,3
838,8219191,22501706,3,1,4
839,768490,854534,3,1,2
840,7264337,23677115,0,1,4
841,5980224,22870704,4,1,2
842,5561642,9480908,4,1,2
843,813588,854475,1,1,2
844,14918237,23677114,4,1,4
845,8966034,12243391,3,1,3
846,8544627,17371628,3,1,4
847,1126225,19134229,3,1,4
848,8612647,11358169,3,1,4
849,12678588,16388708,2,1,4
850,3558514,13433127,4,1,4
851,820905,13574318,4,1,4
852,3514286,7895612,3,1,3
853,1113240,20654481,4,1,4
854,411630,948486,1,1,4
855,6814855,14317426,1,1,4
856,119263,21889400,4,1,4
857,14356579,19474501,3,1,3
858,8568973,13307307,4,1,4
859,4629672,6166363,3,1,3
860,1097146,17444336,3,1,3
861,6983973,13020691,3,1,3
862,2232618,17402775,4,1,4
863,820905,840277,1,1,4
864,4047897,23677117,0,1,4
865,98368,16588230,4,1,4
866,10309969,23677115,0,1,4
867,481939,587124,1,1,4
868,8625347,13902981,1,1,4
869,23581076,23677148,4,1,10
870,1458628,19584877,1,1,4
871,21930706,23525479,3,1,4
872,1831679,20306677,3,1,10
873,9126663,23677117,0,1,4
874,7044128,8883151,3,1,2
875,63863,489386,1,1,4
876,2499054,5976298,3,1,3
877,8106130,10318446,3,1,4
878,13121131,22410173,3,1,4
879,5199811,14996759,3,1,3
880,21068070,23677117,3,1,4
881,16582349,23677114,0,1,4
882,3621790,21807525,4,1,3
883,987924,6096495,0,1,3
884,2532322,4623012,2,1,4
885,13628649,23677115,0,1,4
886,461629,5981201,4,1,4
887,12595519,17439818,4,1,4
888,948487,2711644,2,1,4
889,9599769,23677118,0,1,4
890,621363,23677114,0,1,4
891,6856298,16098010,3,1,4
892,11542999,23677118,0,1,4
893,19471650,19578818,3,1,3
894,5854498,8680491,4,1,4
